https://www.ctcrash.uconn.edu/QueryTool2.action?qid=215822
"CrashId","VehicleId","Vehicle Unit Type","Vehicle Unit Type Text Format","Number of Occupants in Vehicle","Make","Vehicle Model Year","Vehicle Model Year Text Format","Model","Vehicle Color","Direction of Travel Before Crash","Direction of Travel Before Crash Text Format","Direction is Unknown","Most Harmful Event","Most Harmful Event Text Format","Vehicle Maneuver/Action","Vehicle Maneuver/Action Text Format","Contributing Circumstances, Motor Vehicle","Contributing Circumstances, Motor Vehicle Text Format","Contributing Circumstances, Motor Vehicle","Contributing Circumstances, Motor Vehicle Text Format","Posted/Statutory Speed Limit","Towed Status","Towed Status Text Format","Trafficway Description","Trafficway Description Text Format","Total Lanes In Roadway","Roadway Alignment","Roadway Alignment Text Format","Roadway Grade","Roadway Grade Text Format","Initial Contact Point","Initial Contact Point Text Format","Extent of Damage","Extent of Damage Text Format","Body Type","Body Type Text Format","Vehicle Action","Vehicle Action Text Format","Contributing Circumstances of Vehicle","Contributing Circumstances of Vehicle Text Format","VIN","Traffic Control Device Type","Traffic Control Device Type Text Format","Traffic Control Device Functional?","Traffic Control Device Functional? Text Format","Sequence of Events 1","Sequence of Events 1 Text Format","Sequence of Events 2","Sequence of Events 2 Text Format","Sequence of Events 3","Sequence of Events 3 Text Format","Sequence of Events 4","Sequence of Events 4 Text Format","Special Function Of Vehicle In Operation","Special Function Of Vehicle In Operation Text Format","Emergency Vehicle Use","Emergency Vehicle Use Text Format","Were Hazardous Materials Released","Were Hazardous Materials Released Text Format","Owner City","Owner State","Owner Country","Owner Postal Code","Owner Information Same As Driver","Hit And Run Status","Towed To","Was Serial Number Missing/Removed","Bike Lanes/Sharrows Present","Name Of Roadway On Which Vehicle Was Traveling","Vehicle Was Not On Roadway","Motor Vehicle Registration State","Motor Vehicle Registration Was Invalid","Motor Vehicle Registration Plate Was Missing","Bus Use","Name Of Issuing Insurance Company","US DOT Number","Carrier Name","Carrier City","Carrier State","Carrier Country","Carrier Postal Code","Carrier Type","Carrier Type Text Format","Power Unit Owner Information Same As Carrier","Power Unit Owner City","Power Unit Owner State","Power Unit Owner Country","Power Unit Owner Postal Code","Gross Vehicle Weight Rating","Gross Vehicle Weight Rating Text Format","Vehicle Configuration","Vehicle Configuration Text Format","Cargo Body Type","Cargo Body Type Text Format","Insurance Expiration Date","Hazardous Materials Placard Display","Hazardous Materials Placard Display Text Format","Hazardou sMaterials Placard Number","Hazardou sMaterials Placard Class Number"
"1360073","2","1","Vehicle in Operation","1","Jeep","2007","2007","Grand Cherokee Lar/c","Black","W","Westbound","false","22","Motor Vehicle In Motion","11","Slowing","0","None","88","Not Applicable","35","3","Not Towed","1","Two-Way, Not Divided","2","1","Straight","1","Level","7","Sector 7 (South by SouthWest) in the 12-point Clock Diagram","2","Minor Damage","2","(Sport) Utility Vehicle","11","Slowing","0","None","1J8GR48K67C549169","1","No Control Device","88","Not Applicable","22","Motor Vehicle In Motion","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Manchester","CT","","06040","","false","","false","false","West Middle Tpke","false","CT","false","false","1","State Farm","","","","","","","","","","","","","","","","","","","","","","","",""
"1360074","1","1","Vehicle in Operation","1","Acura","2010","2010","Mdx Advance","Gray","N","Northbound","false","22","Motor Vehicle In Motion","1","Straight Ahead","0","None","88","Not Applicable","1","3","Not Towed","1","Two-Way, Not Divided","2","1","Straight","1","Level","12","Sector 12 (North) in the 12-point Clock Diagram","2","Minor Damage","2","(Sport) Utility Vehicle","1","Straight Ahead","0","None","2HNYD2H54AH522057","6","Stop Sign","2","Yes","22","Motor Vehicle In Motion","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Windsor","CT","","06095","","false","","false","false","Hilliard St","false","CT","false","false","1","Allstate Property And Casualty Insurance Company","","","","","","","","","","","","","","","","","","","","","","","",""
"1360074","2","1","Vehicle in Operation","3","Lexus","2008","2008","Es 350","Red","W","Westbound","false","22","Motor Vehicle In Motion","1","Straight Ahead","0","None","88","Not Applicable","1","3","Not Towed","1","Two-Way, Not Divided","2","1","Straight","1","Level","2","Sector 2 (NorthEast) in the 12-point Clock Diagram","3","Functional Damage","1","Passenger Car","1","Straight Ahead","0","None","JTHBJ46G482259090","6","Stop Sign","2","Yes","22","Motor Vehicle In Motion","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Manchester","CT","","06042","","false","","false","false","Westerly St","false","CT","false","false","1","GECIO Secure Insurance Company","","","","","","","","","","","","","","","","","","","","","","","",""
"1360075","1","1","Vehicle in Operation","2","Nissan","2015","2015","Rogue S/sl/sv","Black","W","Westbound","false","22","Motor Vehicle In Motion","1","Straight Ahead","0","None","88","Not Applicable","30","3","Not Towed","1","Two-Way, Not Divided","3","1","Straight","4","Downhill","12","Sector 12 (North) in the 12-point Clock Diagram","2","Minor Damage","2","(Sport) Utility Vehicle","1","Straight Ahead","0","None","5N1AT2MV6FC783664","3","Traffic Control Signal","2","Yes","22","Motor Vehicle In Motion","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Manchester","CT","","06042","","false","","false","false","West Middle Tpke","false","CT","false","false","1","Progressive Casualty Insurance","","","","","","","","","","","","","","","","","","","","","","","",""
"1360075","2","1","Vehicle in Operation","1","Subaru","2014","2014","Impreza Sport Premiu","White","W","Westbound","false","22","Motor Vehicle In Motion","13","Stopped in Traffic","0","None","88","Not Applicable","30","3","Not Towed","1","Two-Way, Not Divided","3","1","Straight","4","Downhill","6","Sector 6 (South) in the 12-point Clock Diagram","2","Minor Damage","1","Passenger Car","13","Stopped in Traffic","0","None","JF1GPAL62E9326004","3","Traffic Control Signal","2","Yes","22","Motor Vehicle In Motion","22","Motor Vehicle In Motion","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Manchester","CT","UnitedStates","06042","","false","","false","false","West Middle Tpke","false","CT","false","false","1","Nutmeg Insurance Company","","","","","","","","","","","","","","","","","","","","","","","",""
"1360075","3","1","Vehicle in Operation","1","","","","","","W","Westbound","","22","Motor Vehicle In Motion","1","Straight Ahead","0","None","","","","","","1","Two-Way, Not Divided","","1","Straight","1","Level","15","Undercarriage","2","Minor Damage","1","Passenger Car","1","Straight Ahead","0","None","","1","No Control Device","88","Not Applicable","22","Motor Vehicle In Motion","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","1","Non-Emergency Situation, Non Transporting Patient","","","","","","","","","","","","E Middle Tpke","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1360076","1","1","Vehicle in Operation","1","Ford","2015","2015","Fusion Se","Black","S","Southbound","false","22","Motor Vehicle In Motion","7","Turning Left","0","None","88","Not Applicable","40","1","Towed Due to Disabling Damage","1","Two-Way, Not Divided","4","1","Straight","1","Level","9","Sector 9 (West) in the 12-point Clock Diagram","4","Disabling Damage","1","Passenger Car","7","Turning Left","0","None","3FA6P0H98FR100872","6","Stop Sign","2","Yes","22","Motor Vehicle In Motion","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Newington","CT","","06111","","false","42 Jansen Court West Hartford, CT ","false","false","Cedar Village","false","CT","false","false","1","GEICO General Insurance Company","","","","","","","","","","","","","","","","","","","","2026-08-17","","","",""
"1360076","2","1","Vehicle in Operation","1","Toyota","2024","2024","Corolla LE","Black","W","Westbound","false","22","Motor Vehicle In Motion","1","Straight Ahead","0","None","88","Not Applicable","40","1","Towed Due to Disabling Damage","1","Two-Way, Not Divided","4","1","Straight","1","Level","12","Sector 12 (North) in the 12-point Clock Diagram","4","Disabling Damage","1","Passenger Car","1","Straight Ahead","0","None","5YFB4MDE6RP212060","1","No Control Device","88","Not Applicable","22","Motor Vehicle In Motion","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Chandler","AZ","","85226","","false","42 Jansen Court West Hartford","false","false","Cedar Street","false","CT","false","false","1","Progressive Casualty Insurance","","","","","","","","","","","","","","","","","","","","","","","",""
"1360077","1","1","Vehicle in Operation","1","Toyota","2013","2013","Camry L/se/le/xle","Black","N","Northbound","false","22","Motor Vehicle In Motion","11","Slowing","0","None","88","Not Applicable","50","3","Not Towed","4","Two-Way, Divided, Positive Median Barrier","2","1","Straight","1","Level","12","Sector 12 (North) in the 12-point Clock Diagram","3","Functional Damage","1","Passenger Car","11","Slowing","0","None","4T4BF1FK8DR279137","3","Traffic Control Signal","2","Yes","22","Motor Vehicle In Motion","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","New Britain","CT","","06051","","false","N/A","false","true","Berlin Turnpike","false","CT","false","false","1","Progressive Direct Insurance","","","","","","","","","","","","","","","","","","","","2026-04-17","","","",""
"1360077","2","1","Vehicle in Operation","1","Volvo","2024","2024","Xc90 Plus","White","N","Northbound","false","22","Motor Vehicle In Motion","13","Stopped in Traffic","0","None","88","Not Applicable","50","3","Not Towed","4","Two-Way, Divided, Positive Median Barrier","2","1","Straight","1","Level","6","Sector 6 (South) in the 12-point Clock Diagram","3","Functional Damage","2","(Sport) Utility Vehicle","13","Stopped in Traffic","0","None","YV4H60LE9R1201375","3","Traffic Control Signal","2","Yes","22","Motor Vehicle In Motion","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Mount Laurel","NJ","","08054","","false","N/A","false","true","Berlin Turnpike","false","CT","false","false","1","Old Republic Risk Management","","","","","","","","","","","","","","","","","","","","2027-01-01","","","",""
"1360079","1","1","Vehicle in Operation","1","Toyota","2025","2025","Tacoma Xtracab","White","W","Westbound","false","22","Motor Vehicle In Motion","7","Turning Left","0","None","88","Not Applicable","40","3","Not Towed","1","Two-Way, Not Divided","4","1","Straight","1","Level","5","Sector 5 (South by SouthEast) in the 12-point Clock Diagram","3","Functional Damage","1","Passenger Car","7","Turning Left","0","None","3TYJDAHN7ST019079","3","Traffic Control Signal","2","Yes","22","Motor Vehicle In Motion","22","Motor Vehicle In Motion","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Vernon","CT","","06066","","false","","false","false","Cedar Street","false","CT","false","false","1","State Automobile Mutual In. Co.","","","","","","","","","","","","","","","","","","","","2026-05-26","","","",""
"1360079","2","1","Vehicle in Operation","1","Ford","2023","2023","Transit Connect Xl","Blue","E","Eastbound","false","22","Motor Vehicle In Motion","1","Straight Ahead","0","None","88","Not Applicable","40","1","Towed Due to Disabling Damage","1","Two-Way, Not Divided","4","1","Straight","1","Level","1","Sector 1 (North by NorthEast) in the 12-point Clock Diagram","4","Disabling Damage","1","Passenger Car","1","Straight Ahead","0","None","NM0LS7S23P1549403","3","Traffic Control Signal","2","Yes","22","Motor Vehicle In Motion","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Bristol","CT","","06010","","false","Central Auto","false","false","Cedar Street","false","CT","false","false","1","GEICO Marine Insurance Company","","","","","","","","","","","","","","","","","","","","2026-05-09","","","",""
"1360079","3","1","Vehicle in Operation","1","Pontiac","2005","2005","Vibe","Gray","N","Northbound","false","22","Motor Vehicle In Motion","13","Stopped in Traffic","0","None","88","Not Applicable","40","","","1","Two-Way, Not Divided","4","1","Straight","1","Level","12","Sector 12 (North) in the 12-point Clock Diagram","2","Minor Damage","1","Passenger Car","13","Stopped in Traffic","0","None","5Y2SL63895Z472155","3","Traffic Control Signal","2","Yes","22","Motor Vehicle In Motion","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Burlington","CT","","06013","","false","","false","false","Maple Hill Avenue","false","CT","false","false","1","Usaa","","","","","","","","","","","","","","","","","","","","2026-11-07","","","",""
"1360088","1","1","Vehicle in Operation","2","Toyota","2024","2024","Rav4 Xle","White","W","Westbound","false","22","Motor Vehicle In Motion","1","Straight Ahead","0","None","88","Not Applicable","35","3","Not Towed","1","Two-Way, Not Divided","5","1","Straight","2","Uphill","2","Sector 2 (NorthEast) in the 12-point Clock Diagram","2","Minor Damage","1","Passenger Car","1","Straight Ahead","0","None","4T3RWRFV2RU127564","3","Traffic Control Signal","2","Yes","22","Motor Vehicle In Motion","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Granby","CT","","06035","","false","N/A","false","false","NORTH GRANBY RD","false","CT","false","false","1","Amica Mutual Insurance Company","","","","","","","","","","","","","","","","","","","","","","","",""
"1360088","2","1","Vehicle in Operation","2","Honda","2025","2025","Accord LX","Black","W","Westbound","false","22","Motor Vehicle In Motion","1","Straight Ahead","0","None","88","Not Applicable","35","3","Not Towed","1","Two-Way, Not Divided","5","1","Straight","2","Uphill","10","Sector 10 (NorthWest) in the 12-point Clock Diagram","2","Minor Damage","1","Passenger Car","1","Straight Ahead","0","None","1HGCY1F29SA075234","3","Traffic Control Signal","2","Yes","22","Motor Vehicle In Motion","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","GRANBY                   ","CT","UnitedStates","06035","","false","N/A","false","false","NORTH GRANBY ROAD","false","CT","false","false","1","Hanover American","","","","","","","","","","","","","","","","","","","","","","","",""
"1360091","1","1","Vehicle in Operation","1","KIA","2024","2024","Forte Gt Line","Black","E","Eastbound","false","22","Motor Vehicle In Motion","4","Changing Lanes","0","None","88","Not Applicable","30","3","Not Towed","1","Two-Way, Not Divided","5","1","Straight","1","Level","1","Sector 1 (North by NorthEast) in the 12-point Clock Diagram","2","Minor Damage","1","Passenger Car","4","Changing Lanes","0","None","3KPF54AD6RE751984","3","Traffic Control Signal","2","Yes","22","Motor Vehicle In Motion","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Atlanta","GA","","30339","","true","Not Towed","false","false","Cedar Street","false","CT","false","false","1","Allstate Fire and Casualty Insurance Company","","","","","","","","","","","","","","","","","","","","","","","",""
"1360091","2","1","Vehicle in Operation","1","Nissan","2024","2024","Rogue S","White","E","Eastbound","false","22","Motor Vehicle In Motion","11","Slowing","0","None","88","Not Applicable","30","3","Not Towed","1","Two-Way, Not Divided","5","1","Straight","1","Level","7","Sector 7 (South by SouthWest) in the 12-point Clock Diagram","2","Minor Damage","2","(Sport) Utility Vehicle","11","Slowing","0","None","5N1BT3AB9RC736380","3","Traffic Control Signal","2","Yes","22","Motor Vehicle In Motion","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Irving","TX","","75063","","false","Not Towed","false","false","Cedar Street","false","CT","false","false","1","Progressive Casualty Insurance","","","","","","","","","","","","","","","","","","","","","","","",""
"1360108","1","1","Vehicle in Operation","1","Toyota","2004","2004","Camry LE/XLE/SE","Tan","E","Eastbound","false","22","Motor Vehicle In Motion","7","Turning Left","0","None","88","Not Applicable","40","","","1","Two-Way, Not Divided","2","1","Straight","1","Level","12","Sector 12 (North) in the 12-point Clock Diagram","1","No Damage","1","Passenger Car","7","Turning Left","0","None","4T1BE32KX4U791853","3","Traffic Control Signal","2","Yes","22","Motor Vehicle In Motion","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","BRISTOL","CT","","06010","","false","","false","false","Meriden Waterbury Turnpike","false","CT","false","false","1","THE STANDARD FIRE INSURANCE COMPANY","","","","","","","","","","","","","","","","","","","","2026-07-31","","","",""
"1360108","2","1","Vehicle in Operation","1","BMW","2024","2024","X5 Xdrive40i","Gray","E","Eastbound","false","22","Motor Vehicle In Motion","11","Slowing","0","None","88","Not Applicable","40","3","Not Towed","1","Two-Way, Not Divided","2","1","Straight","1","Level","6","Sector 6 (South) in the 12-point Clock Diagram","2","Minor Damage","2","(Sport) Utility Vehicle","11","Slowing","0","None","5UX23EU0XR9V53818","3","Traffic Control Signal","2","Yes","22","Motor Vehicle In Motion","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Southington","CT","","06489","","false","","false","false","meriden waterbury tpke","false","CT","false","false","1","THE STANDARD FIRE INSURANCE COMPANY","","","","","","","","","","","","","","","","","","","","2026-02-09","","","",""
