https://www.ctcrash.uconn.edu/QueryTool2.action?qid=215822
"CrashId","VehicleId","Vehicle Unit Type","Vehicle Unit Type Text Format","Number of Occupants in Vehicle","Make","Vehicle Model Year","Vehicle Model Year Text Format","Model","Vehicle Color","Direction of Travel Before Crash","Direction of Travel Before Crash Text Format","Direction is Unknown","Most Harmful Event","Most Harmful Event Text Format","Vehicle Maneuver/Action","Vehicle Maneuver/Action Text Format","Contributing Circumstances, Motor Vehicle","Contributing Circumstances, Motor Vehicle Text Format","Contributing Circumstances, Motor Vehicle","Contributing Circumstances, Motor Vehicle Text Format","Posted/Statutory Speed Limit","Towed Status","Towed Status Text Format","Trafficway Description","Trafficway Description Text Format","Total Lanes In Roadway","Roadway Alignment","Roadway Alignment Text Format","Roadway Grade","Roadway Grade Text Format","Initial Contact Point","Initial Contact Point Text Format","Extent of Damage","Extent of Damage Text Format","Body Type","Body Type Text Format","Vehicle Action","Vehicle Action Text Format","Contributing Circumstances of Vehicle","Contributing Circumstances of Vehicle Text Format","VIN","Traffic Control Device Type","Traffic Control Device Type Text Format","Traffic Control Device Functional?","Traffic Control Device Functional? Text Format","Sequence of Events 1","Sequence of Events 1 Text Format","Sequence of Events 2","Sequence of Events 2 Text Format","Sequence of Events 3","Sequence of Events 3 Text Format","Sequence of Events 4","Sequence of Events 4 Text Format","Special Function Of Vehicle In Operation","Special Function Of Vehicle In Operation Text Format","Emergency Vehicle Use","Emergency Vehicle Use Text Format","Were Hazardous Materials Released","Were Hazardous Materials Released Text Format","Owner City","Owner State","Owner Country","Owner Postal Code","Owner Information Same As Driver","Hit And Run Status","Towed To","Was Serial Number Missing/Removed","Bike Lanes/Sharrows Present","Name Of Roadway On Which Vehicle Was Traveling","Vehicle Was Not On Roadway","Motor Vehicle Registration State","Motor Vehicle Registration Was Invalid","Motor Vehicle Registration Plate Was Missing","Bus Use","Name Of Issuing Insurance Company","US DOT Number","Carrier Name","Carrier City","Carrier State","Carrier Country","Carrier Postal Code","Carrier Type","Carrier Type Text Format","Power Unit Owner Information Same As Carrier","Power Unit Owner City","Power Unit Owner State","Power Unit Owner Country","Power Unit Owner Postal Code","Gross Vehicle Weight Rating","Gross Vehicle Weight Rating Text Format","Vehicle Configuration","Vehicle Configuration Text Format","Cargo Body Type","Cargo Body Type Text Format","Insurance Expiration Date","Hazardous Materials Placard Display","Hazardous Materials Placard Display Text Format","Hazardou sMaterials Placard Number","Hazardou sMaterials Placard Class Number"
"1388674","2","1","Vehicle in Operation","1","Honda","2024","2024","Cr-v Sport-l","Silver","E","Eastbound","false","88","Not Applicable","1","Straight Ahead","0","None","88","Not Applicable","1","3","Not Towed","1","Two-Way, Not Divided","2","1","Straight","1","Level","6","Sector 6 (South) in the 12-point Clock Diagram","2","Minor Damage","1","Passenger Car","1","Straight Ahead","0","None","5J6RS6H89RL008425","3","Traffic Control Signal","2","Yes","22","Motor Vehicle In Motion","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Wethersfield","CT","","06109","","false","N/A","false","false","North MAIN ST","false","CT","false","false","1","Government Employees Insurance Company","","","","","","","","","","","","","","","","","","","","2026-11-08","","","",""
"1388680","1","1","Vehicle in Operation","1","NISSAN","2025","2025","Sentra","White","E","Eastbound","false","22","Motor Vehicle In Motion","7","Turning Left","0","None","88","Not Applicable","35","1","Towed Due to Disabling Damage","1","Two-Way, Not Divided","4","1","Straight","1","Level","12","Sector 12 (North) in the 12-point Clock Diagram","4","Disabling Damage","1","Passenger Car","7","Turning Left","0","None","3N1AB8CV8SY306444","3","Traffic Control Signal","2","Yes","22","Motor Vehicle In Motion","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Tulsa","OK","","74134","","false","Cross Country","false","false","Bloomfield Avenue","false","VA","false","false","1","","","","","","","","","","","","","","","","","","","","","","","","",""
"1388680","2","1","Vehicle in Operation","4","GMC","2019","2019","Terrain Sle","Black","W","Westbound","false","22","Motor Vehicle In Motion","1","Straight Ahead","0","None","88","Not Applicable","35","1","Towed Due to Disabling Damage","1","Two-Way, Not Divided","4","1","Straight","1","Level","11","Sector 11 (North by NorthWest) in the 12-point Clock Diagram","4","Disabling Damage","2","(Sport) Utility Vehicle","1","Straight Ahead","0","None","3GKALMEV4KL171433","3","Traffic Control Signal","2","Yes","22","Motor Vehicle In Motion","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Manchester","CT","","06042","","false","Lamore's","false","false","Bloomfield Avenue","false","CT","false","false","1","State Farm","","","","","","","","","","","","","","","","","","","","2027-03-15","","","",""
"1388681","1","1","Vehicle in Operation","1","Subaru","2018","2018","Legacy 2.5i Premium","Gray","E","Eastbound","false","22","Motor Vehicle In Motion","1","Straight Ahead","0","None","88","Not Applicable","65","1","Towed Due to Disabling Damage","4","Two-Way, Divided, Positive Median Barrier","3","1","Straight","1","Level","10","Sector 10 (NorthWest) in the 12-point Clock Diagram","4","Disabling Damage","1","Passenger Car","1","Straight Ahead","0","None","4S3BNAF67J3024517","1","No Control Device","88","Not Applicable","22","Motor Vehicle In Motion","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","New Britain","CT","","06053","","false","Volpes and Sons","false","false","84-E","false","CT","false","false","1","THE STANDARD FIRE INSURANCE COMPANY","","","","","","","","","","","","","","","","","","","","","","","",""
"1388681","2","1","Vehicle in Operation","1","Subaru","2014","2014","Impreza WRX","Blue","E","Eastbound","false","22","Motor Vehicle In Motion","1","Straight Ahead","0","None","88","Not Applicable","65","1","Towed Due to Disabling Damage","4","Two-Way, Divided, Positive Median Barrier","3","1","Straight","1","Level","3","Sector 3 (East) in the 12-point Clock Diagram","4","Disabling Damage","1","Passenger Car","1","Straight Ahead","0","None","JF1GV7E62EG013892","1","No Control Device","88","Not Applicable","38","Concrete Traffic Barrier","22","Motor Vehicle In Motion","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Waterbury","CT","UnitedStates","06706","","false","Volpes and Sons","false","false","84-E","false","CT","false","false","1","State Farm","","","","","","","","","","","","","","","","","","","","","","","",""
"1388688","1","1","Vehicle in Operation","1","TOYT","","","COA","Silver","S","Southbound","false","22","Motor Vehicle In Motion","1","Straight Ahead","0","None","","","","3","Not Towed","2","Two-Way, Not Divided, With a Continuous Left Turn Lane","2","1","Straight","1","Level","3","Sector 3 (East) in the 12-point Clock Diagram","2","Minor Damage","1","Passenger Car","1","Straight Ahead","0","None","JTDBU4EEXC9173310","6","Stop Sign","2","Yes","22","Motor Vehicle In Motion","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Hartford","CT","","06120","true","","","false","false","Vine St","false","CT","false","false","","Geico","","","","","","","","","","","","","","","","","","","","","","","",""
"1388688","2","1","Vehicle in Operation","1","TOYT","2014","2014","RAV","Red","S","Southbound","false","22","Motor Vehicle In Motion","1","Straight Ahead","0","None","","","","2","Towed But not Due to Disabling Damage","2","Two-Way, Not Divided, With a Continuous Left Turn Lane","2","1","Straight","1","Level","11","Sector 11 (North by NorthWest) in the 12-point Clock Diagram","2","Minor Damage","2","(Sport) Utility Vehicle","1","Straight Ahead","0","None","2T3BFREV3EW159730","6","Stop Sign","2","Yes","22","Motor Vehicle In Motion","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Chattanooga","TN","","06106","true","","Modern Garage LLC","false","false","Vine St","false","TN","false","false","","No Insurance","","","","","","","","","","","","","","","","","","","","","","","",""
"1388691","1","1","Vehicle in Operation","2","Freightliner","2023","2023","M2 106 Medium Duty","White","S","Southbound","false","22","Motor Vehicle In Motion","1","Straight Ahead","0","None","88","Not Applicable","55","3","Not Towed","4","Two-Way, Divided, Positive Median Barrier","4","1","Straight","1","Level","6","Sector 6 (South) in the 12-point Clock Diagram","1","No Damage","18","Medium / Heavy Trucks (more than 10,000 lbs (4,536 kg))","1","Straight Ahead","0","None","3ALACWFC8PDUD3048","1","No Control Device","88","Not Applicable","22","Motor Vehicle In Motion","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","IRVINE","CA","","92614","","false","","false","false","I 91 SB X 33","false","CT","false","false","1","NATIONAL UNION FIRE INSURANCE COMPANY OF PITTSBURG","02714701","HOME EXPRESS DELIVERY SERVICE LLC","IRVINE","CA","UnitedStates","92614","","","","","","","","","","","","","","2027-03-01","","","",""
"1388691","2","1","Vehicle in Operation","1","Chevrolet","1994","1994","Camaro Z28","Blue","S","Southbound","false","22","Motor Vehicle In Motion","1","Straight Ahead","0","None","88","Not Applicable","55","1","Towed Due to Disabling Damage","4","Two-Way, Divided, Positive Median Barrier","4","1","Straight","1","Level","12","Sector 12 (North) in the 12-point Clock Diagram","4","Disabling Damage","1","Passenger Car","1","Straight Ahead","0","None","2G1FP22PXR2150567","1","No Control Device","88","Not Applicable","22","Motor Vehicle In Motion","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Wethersfield","CT","","06109","","false","Reno's","false","false","I-91","false","CT","false","false","1","Progressive Direct Insurance","","","","","","","","","","","","","","","","","","","","","","","",""
"1388692","1","1","Vehicle in Operation","1","KIA","2016","2016","Sorento Lx/l","Tan","S","Southbound","false","31","Cable Barrier","9","Leaving Traffic Lane","7","Tires","88","Not Applicable","65","1","Towed Due to Disabling Damage","4","Two-Way, Divided, Positive Median Barrier","4","1","Straight","1","Level","11","Sector 11 (North by NorthWest) in the 12-point Clock Diagram","4","Disabling Damage","2","(Sport) Utility Vehicle","9","Leaving Traffic Lane","7","Tires","5XYPGDA38GG048537","1","No Control Device","88","Not Applicable","31","Cable Barrier","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","SCOTTSDALE","AZ","","85251","","false","Mirabellis","false","false","I 91 ","false","AZ","false","false","1","","","","","","","","","","","","","","","","","","","","","","","","",""
"1388693","1","1","Vehicle in Operation","1","Acura","2016","2016","Tlx Tech","Silver","E","Eastbound","false","36","Guardrail Face","2","Negotiating a Curve","0","None","88","Not Applicable","65","1","Towed Due to Disabling Damage","4","Two-Way, Divided, Positive Median Barrier","3","1","Straight","1","Level","12","Sector 12 (North) in the 12-point Clock Diagram","4","Disabling Damage","1","Passenger Car","2","Negotiating a Curve","0","None","19UUB1F50GA014829","1","No Control Device","88","Not Applicable","9","Ran Off Roadway Left","36","Guardrail Face","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Windsor","CT","","06095","","false","Mike's","false","false","Exit 42","false","CT","false","false","1","Allstate Fire and Casualty Insurance Company","","","","","","","","","","","","","","","","","","","","","","","",""
"1388695","1","1","Vehicle in Operation","2","Toyota","2014","2014","Prius","Gray","E","Eastbound","false","22","Motor Vehicle In Motion","1","Straight Ahead","0","None","88","Not Applicable","35","3","Not Towed","3","Two-Way, Divided, Unprotected (Painted > 4 Feet) Median","3","1","Straight","1","Level","8","Sector 8 (SouthWest) in the 12-point Clock Diagram","3","Functional Damage","1","Passenger Car","1","Straight Ahead","0","None","JTDKN3DU1E0368882","3","Traffic Control Signal","2","Yes","22","Motor Vehicle In Motion","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","East Windsor","CT","","06088","","false","","false","false","Route 190","false","CT","false","false","1","ACRISURE EAST INSURANCE","","","","","","","","","","","","","","","","","","","","2027-03-01","","","",""
"1388695","2","1","Vehicle in Operation","2","IHC","2025","2025","MV","WHITE","E","Eastbound","false","22","Motor Vehicle In Motion","8","Making U-Turn","0","None","88","Not Applicable","35","3","Not Towed","3","Two-Way, Divided, Unprotected (Painted > 4 Feet) Median","3","1","Straight","1","Level","5","Sector 5 (South by SouthEast) in the 12-point Clock Diagram","3","Functional Damage","18","Medium / Heavy Trucks (more than 10,000 lbs (4,536 kg))","8","Making U-Turn","0","None","3HAEUMML5SL724032","3","Traffic Control Signal","2","Yes","22","Motor Vehicle In Motion","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","HARTFORD","CT","","06114","","false","","false","false","Route 190","false","IN","false","false","1","ARCH INSURANCE COMPANY","","","","","","","","","","","","","","","","","","","","2026-04-30","","","",""
"1388696","1","1","Vehicle in Operation","1","BMW","2025","2025","X5","GRAY","W","Westbound","false","22","Motor Vehicle In Motion","1","Straight Ahead","0","None","88","Not Applicable","1","3","Not Towed","5","One-Way Trafficway","1","3","Curve Right","4","Downhill","12","Sector 12 (North) in the 12-point Clock Diagram","2","Minor Damage","2","(Sport) Utility Vehicle","1","Straight Ahead","0","None","5UX23EU05S9Z93578","6","Stop Sign","2","Yes","22","Motor Vehicle In Motion","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","East Longmeadow","MA","","01028","","false","","false","false","Shaker Rd","false","MA","false","false","1","LIBERTY MUTUAL","","","","","","","","","","","","","","","","","","","","2026-10-09","","","",""
"1388696","2","1","Vehicle in Operation","1","TOYT","2025","2025","RAV4","GRAY","W","Westbound","false","22","Motor Vehicle In Motion","13","Stopped in Traffic","0","None","88","Not Applicable","1","3","Not Towed","5","One-Way Trafficway","1","3","Curve Right","4","Downhill","6","Sector 6 (South) in the 12-point Clock Diagram","2","Minor Damage","2","(Sport) Utility Vehicle","13","Stopped in Traffic","0","None","JTME6RFV8SD572344","6","Stop Sign","2","Yes","22","Motor Vehicle In Motion","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Wilbraham","MA","","01095","","false","","false","false","Shaker Rd","false","MA","false","false","1","QUINCY MUTUAL FIRE INSURANCE COMPANY","","","","","","","","","","","","","","","","","","","","","","","",""
"1388698","1","1","Vehicle in Operation","1","DODG","2005","2005","RAM 1500 Quad ST/SLT","Red","N","Northbound","false","41","Utility Pole","97","Other","99","Unknown","88","Not Applicable","88","1","Towed Due to Disabling Damage","1","Two-Way, Not Divided","2","2","Curve Left","2","Uphill","10","Sector 10 (NorthWest) in the 12-point Clock Diagram","4","Disabling Damage","17","Other Light Trucks (10,000 lbs (4,536 kg) or less)","97","Other","99","Unknown","1D7HU18D95S138013","1","No Control Device","88","Not Applicable","8","Ran Off Roadway Right","41","Utility Pole","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Enfield","CT","","06082","false","false","","false","false","Myrtle Street","false","CT","false","false","","No Insurance","","","","","","","","","","","","","","","","","","","","","","","",""
"1388699","1","1","Vehicle in Operation","1","FORD","2025","2025","E45","White","S","Southbound","false","22","Motor Vehicle In Motion","13","Stopped in Traffic","0","None","","","","3","Not Towed","1","Two-Way, Not Divided","2","1","Straight","1","Level","6","Sector 6 (South) in the 12-point Clock Diagram","2","Minor Damage","3","Passenger Van","13","Stopped in Traffic","0","None","1FDEE3FN6SDD03397","6","Stop Sign","2","Yes","22","Motor Vehicle In Motion","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Hartford","CT","","06103","false","false","","false","false","Fraser Place","false","CT","false","false","6","National Union Fire INS","","","","","","","","","","","","","","","","","","","","2026-07-01","","","",""
"1388699","2","1","Vehicle in Operation","1","Dodge Ram","2005","2005","1500","Red","S","Southbound","false","22","Motor Vehicle In Motion","1","Straight Ahead","0","None","","","","3","Not Towed","1","Two-Way, Not Divided","2","1","Straight","1","Level","1","Sector 1 (North by NorthEast) in the 12-point Clock Diagram","3","Functional Damage","17","Other Light Trucks (10,000 lbs (4,536 kg) or less)","1","Straight Ahead","0","None","1D7HU18D95S138013","6","Stop Sign","2","Yes","22","Motor Vehicle In Motion","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Enfield","CT","","06082","false","true","","false","false","Fraser Place","false","NY","true","false","99","No Insurance","","","","","","","","","","","","","","","","","","","","","","","",""
"1388711","1","1","Vehicle in Operation","1","Lincoln","2020","2020","Nautilus","White","S","Southbound","false","22","Motor Vehicle In Motion","11","Slowing","0","None","88","Not Applicable","50","3","Not Towed","4","Two-Way, Divided, Positive Median Barrier","4","1","Straight","1","Level","6","Sector 6 (South) in the 12-point Clock Diagram","1","No Damage","1","Passenger Car","11","Slowing","0","None","2LMPJ8J90LBL18565","1","No Control Device","88","Not Applicable","22","Motor Vehicle In Motion","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Windsor Locks","CT","","06096","","false","","false","false","I-91","false","CT","false","false","1","Progressive Direct Insurance","","","","","","","","","","","","","","","","","","","","2026-05-01","","","",""
"1388711","2","1","Vehicle in Operation","1","Nissan","2010","2010","Altima 2.5/2.5 S","Gray","S","Southbound","false","22","Motor Vehicle In Motion","11","Slowing","0","None","88","Not Applicable","50","3","Not Towed","4","Two-Way, Divided, Positive Median Barrier","4","1","Straight","1","Level","12","Sector 12 (North) in the 12-point Clock Diagram","1","No Damage","1","Passenger Car","11","Slowing","0","None","1N4AL2AP1AN544729","1","No Control Device","88","Not Applicable","22","Motor Vehicle In Motion","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Hartford","CT","","06114","","false","","false","false","I-91","false","CT","false","false","1","GECIO Secure Insurance Company","","","","","","","","","","","","","","","","","","","","2026-05-01","","","",""
"1388712","1","1","Vehicle in Operation","2","Nissan","2019","2019","Rogue S","Gray","W","Westbound","false","22","Motor Vehicle In Motion","13","Stopped in Traffic","0","None","88","Not Applicable","25","3","Not Towed","1","Two-Way, Not Divided","2","1","Straight","1","Level","6","Sector 6 (South) in the 12-point Clock Diagram","2","Minor Damage","1","Passenger Car","13","Stopped in Traffic","0","None","5N1AT2MV2KC831378","3","Traffic Control Signal","2","Yes","22","Motor Vehicle In Motion","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Bloomfield","CT","","06002","","false","","false","false","Park Avenue","false","CT","false","false","1","Progressive Direct Insurance","","","","","","","","","","","","","","","","","","","","","","","",""
"1388712","2","1","Vehicle in Operation","1","Audi","2013","2013","A6 Premium Plus","White","W","Westbound","false","22","Motor Vehicle In Motion","1","Straight Ahead","0","None","88","Not Applicable","25","3","Not Towed","1","Two-Way, Not Divided","2","1","Straight","1","Level","12","Sector 12 (North) in the 12-point Clock Diagram","2","Minor Damage","1","Passenger Car","1","Straight Ahead","0","None","WAUGFAFC7DN067513","3","Traffic Control Signal","2","Yes","22","Motor Vehicle In Motion","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Bloomfield","CT","","06002","","false","","false","false","Park Avenue","false","CT","false","false","1","GECIO Secure Insurance Company","","","","","","","","","","","","","","","","","","","","","","","",""
"1388714","1","1","Vehicle in Operation","1","Hyundai","2005","2005","Elantra","Red","E","Eastbound","false","42","Traffic Sign Support","6","Turning Right","0","None","88","Not Applicable","30","3","Not Towed","1","Two-Way, Not Divided","2","1","Straight","1","Level","12","Sector 12 (North) in the 12-point Clock Diagram","1","No Damage","1","Passenger Car","6","Turning Right","0","None","","1","No Control Device","88","Not Applicable","33","Curb","8","Ran Off Roadway Right","42","Traffic Sign Support","88","Not Applicable","1","No Special Function","88","Not applicable","","","Holyoke","MA","","01040","","false","","false","false","Elm Street","false","MA","false","false","1","","","","","","","","","","","","","","","","","","","","","","","","",""
"1388715","1","1","Vehicle in Operation","1","Chevrolet","1971","1971","Malibu","Orange","S","Southbound","false","22","Motor Vehicle In Motion","1","Straight Ahead","0","None","88","Not Applicable","30","1","Towed Due to Disabling Damage","1","Two-Way, Not Divided","2","1","Straight","1","Level","12","Sector 12 (North) in the 12-point Clock Diagram","4","Disabling Damage","1","Passenger Car","1","Straight Ahead","0","None","136671B118496","10","Marked Uncontrolled Crosswalk","2","Yes","22","Motor Vehicle In Motion","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","South Glastonbury","CT","","06073","","false","Private Tow","false","false","Main Street","false","CT","false","false","1","AIG PROPERTY CASUALTY COMPANY","","","","","","","","","","","","","","","","","","","","","","","",""
"1388715","2","1","Vehicle in Operation","1","Nissan","2010","2010","Maxima S/sv","White","S","Southbound","false","22","Motor Vehicle In Motion","13","Stopped in Traffic","0","None","88","Not Applicable","35","3","Not Towed","1","Two-Way, Not Divided","2","1","Straight","1","Level","6","Sector 6 (South) in the 12-point Clock Diagram","3","Functional Damage","1","Passenger Car","13","Stopped in Traffic","0","None","1N4AA5AP8AC860857","10","Marked Uncontrolled Crosswalk","2","Yes","22","Motor Vehicle In Motion","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","GLASTONBURY     ","CT","","06033","","false","","false","false","Main Street","false","CT","false","false","1","Allstate Fire and Casualty Insurance Company","","","","","","","","","","","","","","","","","","","","","","","",""
"1388716","1","1","Vehicle in Operation","1","Toyota","2017","2017","Camry LE/XLE/SE","Gray","N","Northbound","false","22","Motor Vehicle In Motion","1","Straight Ahead","0","None","88","Not Applicable","35","1","Towed Due to Disabling Damage","1","Two-Way, Not Divided","4","1","Straight","1","Level","12","Sector 12 (North) in the 12-point Clock Diagram","4","Disabling Damage","1","Passenger Car","1","Straight Ahead","0","None","4T1BF1FK6HU450225","3","Traffic Control Signal","2","Yes","22","Motor Vehicle In Motion","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Moodus","CT","","06469","","false","East Hartford- Crash Champions","false","false","Main Street","false","CT","false","false","1","Garrison Property and Casualty Insurance Company","","","","","","","","","","","","","","","","","","","","","","","",""
"1388716","2","1","Vehicle in Operation","1","Hyundai","2022","2022","Tucson Sel","Red","W","Westbound","false","22","Motor Vehicle In Motion","1","Straight Ahead","0","None","88","Not Applicable","30","","","1","Two-Way, Not Divided","3","1","Straight","1","Level","10","Sector 10 (NorthWest) in the 12-point Clock Diagram","3","Functional Damage","1","Passenger Car","1","Straight Ahead","0","None","5NMJBCAE7NH086408","3","Traffic Control Signal","2","Yes","22","Motor Vehicle In Motion","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","GLASTONBURY     ","CT","","06033","","false","","false","false","New London Turnpike","false","CT","false","false","1","The Cincinnati Insurance Company","","","","","","","","","","","","","","","","","","","","2026-11-23","","","",""
"1388717","1","1","Vehicle in Operation","1","FORD","2019","2019","F15","Gray","E","Eastbound","false","22","Motor Vehicle In Motion","1","Straight Ahead","0","None","","","","","","1","Two-Way, Not Divided","4","1","Straight","1","Level","10","Sector 10 (NorthWest) in the 12-point Clock Diagram","3","Functional Damage","5","Pick Up","1","Straight Ahead","0","None","1FTEW1EP6KFC39553","1","No Control Device","88","Not Applicable","22","Motor Vehicle In Motion","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Bloomfield","CT","","","true","","","false","false","Albany Avenue","false","CT","false","false","","State Automobile Mutual","","","","","","","","","","","","","","","","","","","","2026-04-28","","","",""
"1388717","2","1","Vehicle in Operation","1","AUDI","","","","Black","E","Eastbound","false","22","Motor Vehicle In Motion","5","Overtaking/Passing","0","None","","","","","","1","Two-Way, Not Divided","4","1","Straight","1","Level","3","Sector 3 (East) in the 12-point Clock Diagram","3","Functional Damage","1","Passenger Car","5","Overtaking/Passing","0","None","","1","No Control Device","88","Not Applicable","11","Cross Centerline","22","Motor Vehicle In Motion","11","Cross Centerline","88","Not Applicable","1","No Special Function","88","Not applicable","","","","","","","false","true","","false","false","Albany Avenue","false","CT","true","false","99","N/A","","","","","","","","","","","","","","","","","","","","","","","",""
"1388718","1","1","Vehicle in Operation","1","NISSAN","2021","2021","RGE","WHITE","N","Northbound","false","22","Motor Vehicle In Motion","1","Straight Ahead","0","None","88","Not Applicable","88","1","Towed Due to Disabling Damage","1","Two-Way, Not Divided","2","1","Straight","1","Level","12","Sector 12 (North) in the 12-point Clock Diagram","4","Disabling Damage","1","Passenger Car","1","Straight Ahead","0","None","JN8AT3BB9MW220899","6","Stop Sign","2","Yes","22","Motor Vehicle In Motion","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Brooklyn","NY","","11220","","false","Owners Tow","false","false","Oakland St","false","NY","false","false","1","Geico","","","","","","","","","","","","","","","","","","","","","","","",""
"1388718","2","1","Vehicle in Operation","1","Dodge","","","Pro Master","White","W","Westbound","false","22","Motor Vehicle In Motion","1","Straight Ahead","0","None","88","Not Applicable","88","3","Not Towed","1","Two-Way, Not Divided","2","1","Straight","1","Level","8","Sector 8 (SouthWest) in the 12-point Clock Diagram","3","Functional Damage","3","Passenger Van","1","Straight Ahead","0","None","3C6TRVNG8LE100095","6","Stop Sign","2","Yes","22","Motor Vehicle In Motion","40","Tree (standing)","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","East Hartford","CT","","06108","","false","","false","false","Woodbridge St","false","CT","false","false","1","Falls Lake National Insurance","","","","","","","","","","","","","","","","","","","","","","","",""
"1388719","1","1","Vehicle in Operation","1","Lexus","2020","2020","Rx 350 Base","Gray","S","Southbound","false","46","Mailbox","1","Straight Ahead","0","None","88","Not Applicable","88","1","Towed Due to Disabling Damage","1","Two-Way, Not Divided","2","1","Straight","2","Uphill","2","Sector 2 (NorthEast) in the 12-point Clock Diagram","4","Disabling Damage","2","(Sport) Utility Vehicle","1","Straight Ahead","0","None","2T2HZMDA9LC237496","1","No Control Device","88","Not Applicable","33","Curb","8","Ran Off Roadway Right","46","Mailbox","88","Not Applicable","1","No Special Function","88","Not applicable","","","Manchester","CT","","06040","","false","BOB'S AUTO","false","false","BRAMBLEBUSH RD","false","CT","false","false","1","CSAA Affinity Insurance Company","","","","","","","","","","","","","","","","","","","","","","","",""
"1388725","1","1","Vehicle in Operation","1","KIA","2025","2025","Sportage Ex","White","W","Westbound","false","22","Motor Vehicle In Motion","4","Changing Lanes","0","None","88","Not Applicable","35","3","Not Towed","1","Two-Way, Not Divided","5","1","Straight","1","Level","1","Sector 1 (North by NorthEast) in the 12-point Clock Diagram","3","Functional Damage","2","(Sport) Utility Vehicle","4","Changing Lanes","0","None","5XYK3CDF4SG284617","3","Traffic Control Signal","2","Yes","22","Motor Vehicle In Motion","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Plantsville","CT","","06479","","false","N/A","false","false","Park Road ","false","CT","false","false","1","CSAA Affinity Insurance Company","","","","","","","","","","","","","","","","","","","","2026-07-08","","","",""
"1388725","2","1","Vehicle in Operation","1","Toyota","2017","2017","Rav4 Xle","Gray","W","Westbound","false","22","Motor Vehicle In Motion","13","Stopped in Traffic","0","None","88","Not Applicable","35","3","Not Towed","1","Two-Way, Not Divided","5","1","Straight","1","Level","6","Sector 6 (South) in the 12-point Clock Diagram","3","Functional Damage","2","(Sport) Utility Vehicle","13","Stopped in Traffic","0","None","JTMWFREVXHD095320","3","Traffic Control Signal","2","Yes","22","Motor Vehicle In Motion","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Newington","CT","","06111","","false","N/A","false","false","Park Road ","false","CT","false","false","1","GEICO General Insurance Company","","","","","","","","","","","","","","","","","","","","2026-06-18","","","",""
